Species,TaxID,Gene_symbol,Gene_biotype,Group
Human,9606,RPL23AP71,processed_pseudogene,ribosomal
Human,9606,RPL23AP72,processed_pseudogene,ribosomal
Human,9606,RPL23AP73,processed_pseudogene,ribosomal
Human,9606,RPL23AP74,processed_pseudogene,ribosomal
Human,9606,RPL23AP75,processed_pseudogene,ribosomal
Human,9606,RPL23AP76,processed_pseudogene,ribosomal
Human,9606,RPL23AP77,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL23AP78,processed_pseudogene,ribosomal
Human,9606,RPL23AP8,processed_pseudogene,ribosomal
Human,9606,RPL23AP80,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL23AP81,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL23AP82,transcribed_unprocessed_pseudogene,ribosomal
Human,9606,RPL23AP83,processed_pseudogene,ribosomal
Human,9606,RPL23AP84,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL23AP85,processed_pseudogene,ribosomal
Human,9606,RPL23AP86,processed_pseudogene,ribosomal
Human,9606,RPL23AP87,lncRNA,ribosomal
Human,9606,RPL23AP88,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL23AP89,processed_pseudogene,ribosomal
Human,9606,RPL23AP90,processed_pseudogene,ribosomal
Human,9606,RPL23AP91,processed_pseudogene,ribosomal
Human,9606,RPL23AP92,processed_pseudogene,ribosomal
Human,9606,RPL23AP93,processed_pseudogene,ribosomal
Human,9606,RPL23AP94,processed_pseudogene,ribosomal
Human,9606,RPL23AP95,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL23AP96,processed_pseudogene,ribosomal
Human,9606,RPL23AP97,processed_pseudogene,ribosomal
Human,9606,RPL23P10,processed_pseudogene,ribosomal
Human,9606,RPL23P11,processed_pseudogene,ribosomal
Human,9606,RPL23P2,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL23P4,processed_pseudogene,ribosomal
Human,9606,RPL23P5,processed_pseudogene,ribosomal
Human,9606,RPL23P6,processed_pseudogene,ribosomal
Human,9606,RPL23P8,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL24,protein_coding,ribosomal
Human,9606,RPL24P2,processed_pseudogene,ribosomal
Human,9606,RPL24P4,processed_pseudogene,ribosomal
Human,9606,RPL24P6,processed_pseudogene,ribosomal
Human,9606,RPL24P7,processed_pseudogene,ribosomal
Human,9606,RPL24P8,processed_pseudogene,ribosomal
Human,9606,RPL24P9,processed_pseudogene,ribosomal
Human,9606,RPL26,protein_coding,ribosomal
Human,9606,RPL26L1,protein_coding,ribosomal
Human,9606,RPL26L1-AS1,lncRNA,ribosomal
Human,9606,RPL26P13,processed_pseudogene,ribosomal
Human,9606,RPL26P15,processed_pseudogene,ribosomal
Human,9606,RPL26P19,processed_pseudogene,ribosomal
Human,9606,RPL26P20,processed_pseudogene,ribosomal
Human,9606,RPL26P26,processed_pseudogene,ribosomal
Human,9606,RPL26P27,processed_pseudogene,ribosomal
Human,9606,RPL26P28,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL26P29,processed_pseudogene,ribosomal
Human,9606,RPL26P3,processed_pseudogene,ribosomal
Human,9606,RPL26P30,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL26P31,processed_pseudogene,ribosomal
Human,9606,RPL26P34,processed_pseudogene,ribosomal
Human,9606,RPL26P35,processed_pseudogene,ribosomal
Human,9606,RPL26P36,processed_pseudogene,ribosomal
Human,9606,RPL26P37,processed_pseudogene,ribosomal
Human,9606,RPL26P6,processed_pseudogene,ribosomal
Human,9606,RPL26P9,processed_pseudogene,ribosomal
Human,9606,RPL27,protein_coding,ribosomal
Human,9606,RPL27A,protein_coding,ribosomal
Human,9606,RPL27AP,processed_pseudogene,ribosomal
Human,9606,RPL27AP3,processed_pseudogene,ribosomal
Human,9606,RPL27AP4,processed_pseudogene,ribosomal
Human,9606,RPL27AP5,processed_pseudogene,ribosomal
Human,9606,RPL27AP7,processed_pseudogene,ribosomal
Human,9606,RPL27AP8,processed_pseudogene,ribosomal
Human,9606,RPL27AP9,processed_pseudogene,ribosomal
Human,9606,RPL27P12,processed_pseudogene,ribosomal
Human,9606,RPL27P5,processed_pseudogene,ribosomal
Human,9606,RPL27P6,processed_pseudogene,ribosomal
Human,9606,RPL27P7,processed_pseudogene,ribosomal
Human,9606,RPL27P8,processed_pseudogene,ribosomal
Human,9606,RPL27P9,processed_pseudogene,ribosomal
Human,9606,RPL28,protein_coding,ribosomal
Human,9606,RPL28P1,processed_pseudogene,ribosomal
Human,9606,RPL28P2,processed_pseudogene,ribosomal
Human,9606,RPL28P5,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL28P6,processed_pseudogene,ribosomal
Human,9606,RPL29,protein_coding,ribosomal
Human,9606,RPL29P1,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL29P11,processed_pseudogene,ribosomal
Human,9606,RPL29P12,processed_pseudogene,ribosomal
Human,9606,RPL29P13,processed_pseudogene,ribosomal
Human,9606,RPL29P14,processed_pseudogene,ribosomal
Human,9606,RPL29P15,processed_pseudogene,ribosomal
Human,9606,RPL29P16,processed_pseudogene,ribosomal
Human,9606,RPL29P17,processed_pseudogene,ribosomal
Human,9606,RPL29P18,processed_pseudogene,ribosomal
Human,9606,RPL29P19,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL29P2,lncRNA,ribosomal
Human,9606,RPL29P20,processed_pseudogene,ribosomal
Human,9606,RPL29P21,processed_pseudogene,ribosomal
Human,9606,RPL29P22,processed_pseudogene,ribosomal
Human,9606,RPL29P23,processed_pseudogene,ribosomal
Human,9606,RPL29P24,processed_pseudogene,ribosomal
Human,9606,RPL29P25,processed_pseudogene,ribosomal
Human,9606,RPL29P26,processed_pseudogene,ribosomal
Human,9606,RPL29P27,processed_pseudogene,ribosomal
Human,9606,RPL29P28,processed_pseudogene,ribosomal
Human,9606,RPL29P29,processed_pseudogene,ribosomal
Human,9606,RPL29P3,processed_pseudogene,ribosomal
Human,9606,RPL29P30,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL29P31,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL29P32,processed_pseudogene,ribosomal
Human,9606,RPL29P33,processed_pseudogene,ribosomal
Human,9606,RPL29P34,processed_pseudogene,ribosomal
Human,9606,RPL29P35,processed_pseudogene,ribosomal
Human,9606,RPL29P4,processed_pseudogene,ribosomal
Human,9606,RPL29P5,processed_pseudogene,ribosomal
Human,9606,RPL29P6,processed_pseudogene,ribosomal
Human,9606,RPL29P7,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL29P8,processed_pseudogene,ribosomal
Human,9606,RPL29P9,processed_pseudogene,ribosomal
Human,9606,RPL3,protein_coding,ribosomal
Human,9606,RPL30,protein_coding,ribosomal
Human,9606,RPL30-AS1,lncRNA,ribosomal
Human,9606,RPL30P1,processed_pseudogene,ribosomal
Human,9606,RPL30P10,processed_pseudogene,ribosomal
Human,9606,RPL30P11,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL30P12,processed_pseudogene,ribosomal
Human,9606,RPL30P13,processed_pseudogene,ribosomal
Human,9606,RPL30P14,processed_pseudogene,ribosomal
Human,9606,RPL30P15,processed_pseudogene,ribosomal
Human,9606,RPL30P16,processed_pseudogene,ribosomal
Human,9606,RPL30P2,processed_pseudogene,ribosomal
Human,9606,RPL30P3,processed_pseudogene,ribosomal
Human,9606,RPL30P4,processed_pseudogene,ribosomal
Human,9606,RPL30P5,processed_pseudogene,ribosomal
Human,9606,RPL30P6,processed_pseudogene,ribosomal
Human,9606,RPL30P7,processed_pseudogene,ribosomal
Human,9606,RPL30P9,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL31,protein_coding,ribosomal
Human,9606,RPL31P1,processed_pseudogene,ribosomal
Human,9606,RPL31P10,processed_pseudogene,ribosomal
Human,9606,RPL31P11,lncRNA,ribosomal
Human,9606,RPL31P12,processed_pseudogene,ribosomal
Human,9606,RPL31P13,processed_pseudogene,ribosomal
Human,9606,RPL31P14,processed_pseudogene,ribosomal
Human,9606,RPL31P15,processed_pseudogene,ribosomal
Human,9606,RPL31P16,processed_pseudogene,ribosomal
Human,9606,RPL31P17,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL31P18,processed_pseudogene,ribosomal
Human,9606,RPL31P19,processed_pseudogene,ribosomal
Human,9606,RPL31P2,processed_pseudogene,ribosomal
Human,9606,RPL31P20,processed_pseudogene,ribosomal
Human,9606,RPL31P21,processed_pseudogene,ribosomal
Human,9606,RPL31P22,processed_pseudogene,ribosomal
Human,9606,RPL31P23,processed_pseudogene,ribosomal
Human,9606,RPL31P24,processed_pseudogene,ribosomal
Human,9606,RPL31P25,processed_pseudogene,ribosomal
Human,9606,RPL31P26,processed_pseudogene,ribosomal
Human,9606,RPL31P28,processed_pseudogene,ribosomal
Human,9606,RPL31P29,processed_pseudogene,ribosomal
Human,9606,RPL31P3,processed_pseudogene,ribosomal
Human,9606,RPL31P30,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL31P31,processed_pseudogene,ribosomal
Human,9606,RPL31P32,processed_pseudogene,ribosomal
Human,9606,RPL31P33,processed_pseudogene,ribosomal
Human,9606,RPL31P34,processed_pseudogene,ribosomal
Human,9606,RPL31P35,processed_pseudogene,ribosomal
Human,9606,RPL31P36,processed_pseudogene,ribosomal
Human,9606,RPL31P37,processed_pseudogene,ribosomal
Human,9606,RPL31P38,processed_pseudogene,ribosomal
Human,9606,RPL31P39,processed_pseudogene,ribosomal
Human,9606,RPL31P4,processed_pseudogene,ribosomal
Human,9606,RPL31P40,processed_pseudogene,ribosomal
Human,9606,RPL31P41,processed_pseudogene,ribosomal
Human,9606,RPL31P42,processed_pseudogene,ribosomal
Human,9606,RPL31P43,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL31P44,processed_pseudogene,ribosomal
Human,9606,RPL31P45,processed_pseudogene,ribosomal
Human,9606,RPL31P46,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL31P47,processed_pseudogene,ribosomal
Human,9606,RPL31P48,processed_pseudogene,ribosomal
Human,9606,RPL31P49,processed_pseudogene,ribosomal
Human,9606,RPL31P5,processed_pseudogene,ribosomal
Human,9606,RPL31P50,processed_pseudogene,ribosomal
Human,9606,RPL31P51,processed_pseudogene,ribosomal
Human,9606,RPL31P52,processed_pseudogene,ribosomal
Human,9606,RPL31P53,processed_pseudogene,ribosomal
Human,9606,RPL31P54,processed_pseudogene,ribosomal
Human,9606,RPL31P56,processed_pseudogene,ribosomal
Human,9606,RPL31P57,processed_pseudogene,ribosomal
Human,9606,RPL31P58,processed_pseudogene,ribosomal
Human,9606,RPL31P59,processed_pseudogene,ribosomal
Human,9606,RPL31P6,processed_pseudogene,ribosomal
Human,9606,RPL31P60,processed_pseudogene,ribosomal
Human,9606,RPL31P61,processed_pseudogene,ribosomal
Human,9606,RPL31P62,processed_pseudogene,ribosomal
Human,9606,RPL31P63,processed_pseudogene,ribosomal
Human,9606,RPL31P64,processed_pseudogene,ribosomal
Human,9606,RPL31P7,processed_pseudogene,ribosomal
Human,9606,RPL31P8,processed_pseudogene,ribosomal
Human,9606,RPL31P9,processed_pseudogene,ribosomal
Human,9606,RPL32,protein_coding,ribosomal
Human,9606,RPL32P1,processed_pseudogene,ribosomal
Human,9606,RPL32P10,processed_pseudogene,ribosomal
Human,9606,RPL32P11,processed_pseudogene,ribosomal
Human,9606,RPL32P12,processed_pseudogene,ribosomal
Human,9606,RPL32P13,processed_pseudogene,ribosomal
Human,9606,RPL32P14,processed_pseudogene,ribosomal
Human,9606,RPL32P15,processed_pseudogene,ribosomal
Human,9606,RPL32P16,processed_pseudogene,ribosomal
Human,9606,RPL32P17,processed_pseudogene,ribosomal
Human,9606,RPL32P18,processed_pseudogene,ribosomal
Human,9606,RPL32P19,processed_pseudogene,ribosomal
Human,9606,RPL32P2,processed_pseudogene,ribosomal
Human,9606,RPL32P20,processed_pseudogene,ribosomal
Human,9606,RPL32P21,processed_pseudogene,ribosomal
Human,9606,RPL32P22,processed_pseudogene,ribosomal
Human,9606,RPL32P23,processed_pseudogene,ribosomal
Human,9606,RPL32P24,processed_pseudogene,ribosomal
Human,9606,RPL32P25,processed_pseudogene,ribosomal
Human,9606,RPL32P26,processed_pseudogene,ribosomal
Human,9606,RPL32P27,processed_pseudogene,ribosomal
Human,9606,RPL32P28,processed_pseudogene,ribosomal
Human,9606,RPL32P29,processed_pseudogene,ribosomal
Human,9606,RPL32P3,transcribed_unprocessed_pseudogene,ribosomal
Human,9606,RPL32P30,processed_pseudogene,ribosomal
Human,9606,RPL32P31,processed_pseudogene,ribosomal
Human,9606,RPL32P32,processed_pseudogene,ribosomal
Human,9606,RPL32P33,processed_pseudogene,ribosomal
Human,9606,RPL32P34,processed_pseudogene,ribosomal
Human,9606,RPL32P35,processed_pseudogene,ribosomal
Human,9606,RPL32P36,processed_pseudogene,ribosomal
Human,9606,RPL32P37,processed_pseudogene,ribosomal
Human,9606,RPL32P4,processed_pseudogene,ribosomal
Human,9606,RPL32P5,processed_pseudogene,ribosomal
Human,9606,RPL32P6,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL32P7,processed_pseudogene,ribosomal
Human,9606,RPL32P8,processed_pseudogene,ribosomal
Human,9606,RPL32P9,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL34,protein_coding,ribosomal
Human,9606,RPL34-DT,lncRNA,ribosomal
Human,9606,RPL34P1,processed_pseudogene,ribosomal
Human,9606,RPL34P10,processed_pseudogene,ribosomal
Human,9606,RPL34P11,processed_pseudogene,ribosomal
Human,9606,RPL34P14,processed_pseudogene,ribosomal
Human,9606,RPL34P16,processed_pseudogene,ribosomal
Human,9606,RPL34P17,processed_pseudogene,ribosomal
Human,9606,RPL34P18,processed_pseudogene,ribosomal
Human,9606,RPL34P19,processed_pseudogene,ribosomal
Human,9606,RPL34P20,processed_pseudogene,ribosomal
Human,9606,RPL34P21,processed_pseudogene,ribosomal
Human,9606,RPL34P22,processed_pseudogene,ribosomal
Human,9606,RPL34P23,processed_pseudogene,ribosomal
Human,9606,RPL34P24,processed_pseudogene,ribosomal
Human,9606,RPL34P26,processed_pseudogene,ribosomal
Human,9606,RPL34P27,processed_pseudogene,ribosomal
Human,9606,RPL34P29,processed_pseudogene,ribosomal
Human,9606,RPL34P3,processed_pseudogene,ribosomal
Human,9606,RPL34P31,processed_pseudogene,ribosomal
Human,9606,RPL34P33,processed_pseudogene,ribosomal
Human,9606,RPL34P34,processed_pseudogene,ribosomal
Human,9606,RPL34P35,processed_pseudogene,ribosomal
Human,9606,RPL34P36,processed_pseudogene,ribosomal
Human,9606,RPL34P6,processed_pseudogene,ribosomal
Human,9606,RPL34P8,processed_pseudogene,ribosomal
Human,9606,RPL34P9,processed_pseudogene,ribosomal
Human,9606,RPL35,protein_coding,ribosomal
Human,9606,RPL35A,protein_coding,ribosomal
Human,9606,RPL35AP,processed_pseudogene,ribosomal
Human,9606,RPL35AP10,processed_pseudogene,ribosomal
Human,9606,RPL35AP11,processed_pseudogene,ribosomal
Human,9606,RPL35AP12,processed_pseudogene,ribosomal
Human,9606,RPL35AP13,processed_pseudogene,ribosomal
Human,9606,RPL35AP14,processed_pseudogene,ribosomal
Human,9606,RPL35AP15,processed_pseudogene,ribosomal
Human,9606,RPL35AP16,processed_pseudogene,ribosomal
Human,9606,RPL35AP17,processed_pseudogene,ribosomal
Human,9606,RPL35AP18,processed_pseudogene,ribosomal
Human,9606,RPL35AP19,processed_pseudogene,ribosomal
Human,9606,RPL35AP2,processed_pseudogene,ribosomal
Human,9606,RPL35AP20,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL35AP21,processed_pseudogene,ribosomal
Human,9606,RPL35AP22,processed_pseudogene,ribosomal
Human,9606,RPL35AP23,processed_pseudogene,ribosomal
Human,9606,RPL35AP24,processed_pseudogene,ribosomal
Human,9606,RPL35AP26,processed_pseudogene,ribosomal
Human,9606,RPL35AP27,processed_pseudogene,ribosomal
Human,9606,RPL35AP28,processed_pseudogene,ribosomal
Human,9606,RPL35AP29,processed_pseudogene,ribosomal
Human,9606,RPL35AP3,processed_pseudogene,ribosomal
Human,9606,RPL35AP30,processed_pseudogene,ribosomal
Human,9606,RPL35AP31,processed_pseudogene,ribosomal
Human,9606,RPL35AP32,processed_pseudogene,ribosomal
Human,9606,RPL35AP33,processed_pseudogene,ribosomal
Human,9606,RPL35AP34,processed_pseudogene,ribosomal
Human,9606,RPL35AP35,processed_pseudogene,ribosomal
Human,9606,RPL35AP36,processed_pseudogene,ribosomal
Human,9606,RPL35AP37,processed_pseudogene,ribosomal
Human,9606,RPL35AP38,processed_pseudogene,ribosomal
Human,9606,RPL35AP4,processed_pseudogene,ribosomal
Human,9606,RPL35AP5,processed_pseudogene,ribosomal
Human,9606,RPL35AP6,processed_pseudogene,ribosomal
Human,9606,RPL35AP7,processed_pseudogene,ribosomal
Human,9606,RPL35AP8,processed_pseudogene,ribosomal
Human,9606,RPL35AP9,processed_pseudogene,ribosomal
Human,9606,RPL35P1,processed_pseudogene,ribosomal
Human,9606,RPL35P10,processed_pseudogene,ribosomal
Human,9606,RPL35P2,processed_pseudogene,ribosomal
Human,9606,RPL35P3,processed_pseudogene,ribosomal
Human,9606,RPL35P4,processed_pseudogene,ribosomal
Human,9606,RPL35P5,processed_pseudogene,ribosomal
Human,9606,RPL35P6,processed_pseudogene,ribosomal
Human,9606,RPL35P8,processed_pseudogene,ribosomal
Human,9606,RPL35P9,processed_pseudogene,ribosomal
Human,9606,RPL36,protein_coding,ribosomal
Human,9606,RPL36A,protein_coding,ribosomal
Human,9606,RPL36A-HNRNPH2,protein_coding,ribosomal
Human,9606,RPL36AL,protein_coding,ribosomal
Human,9606,RPL36AP1,processed_pseudogene,ribosomal
Human,9606,RPL36AP10,processed_pseudogene,ribosomal
Human,9606,RPL36AP11,processed_pseudogene,ribosomal
Human,9606,RPL36AP12,processed_pseudogene,ribosomal
Human,9606,RPL36AP13,processed_pseudogene,ribosomal
Human,9606,RPL36AP14,processed_pseudogene,ribosomal
Human,9606,RPL36AP15,processed_pseudogene,ribosomal
Human,9606,RPL36AP16,processed_pseudogene,ribosomal
Human,9606,RPL36AP17,processed_pseudogene,ribosomal
Human,9606,RPL36AP18,processed_pseudogene,ribosomal
Human,9606,RPL36AP19,processed_pseudogene,ribosomal
Human,9606,RPL36AP2,processed_pseudogene,ribosomal
Human,9606,RPL36AP20,processed_pseudogene,ribosomal
Human,9606,RPL36AP21,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL36AP23,processed_pseudogene,ribosomal
Human,9606,RPL36AP24,processed_pseudogene,ribosomal
Human,9606,RPL36AP25,processed_pseudogene,ribosomal
Human,9606,RPL36AP26,processed_pseudogene,ribosomal
Human,9606,RPL36AP27,processed_pseudogene,ribosomal
Human,9606,RPL36AP28,processed_pseudogene,ribosomal
Human,9606,RPL36AP29,processed_pseudogene,ribosomal
Human,9606,RPL36AP30,processed_pseudogene,ribosomal
Human,9606,RPL36AP31,processed_pseudogene,ribosomal
Human,9606,RPL36AP32,processed_pseudogene,ribosomal
Human,9606,RPL36AP33,processed_pseudogene,ribosomal
Human,9606,RPL36AP34,processed_pseudogene,ribosomal
Human,9606,RPL36AP35,processed_pseudogene,ribosomal
Human,9606,RPL36AP36,processed_pseudogene,ribosomal
Human,9606,RPL36AP37,processed_pseudogene,ribosomal
Human,9606,RPL36AP38,processed_pseudogene,ribosomal
Human,9606,RPL36AP39,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL36AP4,processed_pseudogene,ribosomal
Human,9606,RPL36AP40,processed_pseudogene,ribosomal
Human,9606,RPL36AP41,processed_pseudogene,ribosomal
Human,9606,RPL36AP43,processed_pseudogene,ribosomal
Human,9606,RPL36AP44,processed_pseudogene,ribosomal
Human,9606,RPL36AP45,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL36AP46,processed_pseudogene,ribosomal
Human,9606,RPL36AP47,processed_pseudogene,ribosomal
Human,9606,RPL36AP48,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL36AP49,processed_pseudogene,ribosomal
Human,9606,RPL36AP5,processed_pseudogene,ribosomal
Human,9606,RPL36AP50,processed_pseudogene,ribosomal
Human,9606,RPL36AP51,processed_pseudogene,ribosomal
Human,9606,RPL36AP52,processed_pseudogene,ribosomal
Human,9606,RPL36AP53,processed_pseudogene,ribosomal
Human,9606,RPL36AP54,processed_pseudogene,ribosomal
Human,9606,RPL36AP55,processed_pseudogene,ribosomal
Human,9606,RPL36AP6,processed_pseudogene,ribosomal
Human,9606,RPL36AP7,processed_pseudogene,ribosomal
Human,9606,RPL36AP8,processed_pseudogene,ribosomal
Human,9606,RPL36AP9,processed_pseudogene,ribosomal
Human,9606,RPL36P1,processed_pseudogene,ribosomal
Human,9606,RPL36P10,processed_pseudogene,ribosomal
Human,9606,RPL36P11,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL36P12,processed_pseudogene,ribosomal
Human,9606,RPL36P13,processed_pseudogene,ribosomal
Human,9606,RPL36P14,processed_pseudogene,ribosomal
Human,9606,RPL36P15,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL36P16,processed_pseudogene,ribosomal
Human,9606,RPL36P17,processed_pseudogene,ribosomal
Human,9606,RPL36P18,processed_pseudogene,ribosomal
Human,9606,RPL36P19,processed_pseudogene,ribosomal
Human,9606,RPL36P2,processed_pseudogene,ribosomal
Human,9606,RPL36P20,processed_pseudogene,ribosomal
Human,9606,RPL36P3,processed_pseudogene,ribosomal
Human,9606,RPL36P4,processed_pseudogene,ribosomal
Human,9606,RPL36P5,processed_pseudogene,ribosomal
Human,9606,RPL36P6,processed_pseudogene,ribosomal
Human,9606,RPL36P7,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL36P8,processed_pseudogene,ribosomal
Human,9606,RPL36P9,processed_pseudogene,ribosomal
Human,9606,RPL37,protein_coding,ribosomal
Human,9606,RPL37A,protein_coding,ribosomal
Human,9606,RPL37A-DT,lncRNA,ribosomal
Human,9606,RPL37AP1,processed_pseudogene,ribosomal
Human,9606,RPL37AP8,processed_pseudogene,ribosomal
Human,9606,RPL37P1,processed_pseudogene,ribosomal
Human,9606,RPL37P10,processed_pseudogene,ribosomal
Human,9606,RPL37P11,processed_pseudogene,ribosomal
Human,9606,RPL37P12,processed_pseudogene,ribosomal
Human,9606,RPL37P13,processed_pseudogene,ribosomal
Human,9606,RPL37P15,processed_pseudogene,ribosomal
Human,9606,RPL37P18,processed_pseudogene,ribosomal
Human,9606,RPL37P2,processed_pseudogene,ribosomal
Human,9606,RPL37P21,processed_pseudogene,ribosomal
Human,9606,RPL37P23,processed_pseudogene,ribosomal
Human,9606,RPL37P24,processed_pseudogene,ribosomal
Human,9606,RPL37P25,processed_pseudogene,ribosomal
Human,9606,RPL37P3,processed_pseudogene,ribosomal
Human,9606,RPL37P4,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL37P6,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL38,protein_coding,ribosomal
Human,9606,RPL38P1,processed_pseudogene,ribosomal
Human,9606,RPL38P2,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL38P3,processed_pseudogene,ribosomal
Human,9606,RPL38P4,processed_pseudogene,ribosomal
Human,9606,RPL38P5,processed_pseudogene,ribosomal
Human,9606,RPL38P6,processed_pseudogene,ribosomal
Human,9606,RPL39,protein_coding,ribosomal
Human,9606,RPL39L,protein_coding,ribosomal
Human,9606,RPL39P,processed_pseudogene,ribosomal
Human,9606,RPL39P14,processed_pseudogene,ribosomal
Human,9606,RPL39P15,processed_pseudogene,ribosomal
Human,9606,RPL39P16,processed_pseudogene,ribosomal
Human,9606,RPL39P17,processed_pseudogene,ribosomal
Human,9606,RPL39P18,processed_pseudogene,ribosomal
Human,9606,RPL39P25,processed_pseudogene,ribosomal
Human,9606,RPL39P26,processed_pseudogene,ribosomal
Human,9606,RPL39P28,processed_pseudogene,ribosomal
Human,9606,RPL39P29,processed_pseudogene,ribosomal
Human,9606,RPL39P3,processed_pseudogene,ribosomal
Human,9606,RPL39P31,processed_pseudogene,ribosomal
Human,9606,RPL39P33,processed_pseudogene,ribosomal
Human,9606,RPL39P34,transcribed_unprocessed_pseudogene,ribosomal
Human,9606,RPL39P36,processed_pseudogene,ribosomal
Human,9606,RPL39P38,processed_pseudogene,ribosomal
Human,9606,RPL39P39,processed_pseudogene,ribosomal
Human,9606,RPL39P40,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL39P41,processed_pseudogene,ribosomal
Human,9606,RPL39P5,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL39P6,processed_pseudogene,ribosomal
Human,9606,RPL3L,protein_coding,ribosomal
Human,9606,RPL3P1,processed_pseudogene,ribosomal
Human,9606,RPL3P10,processed_pseudogene,ribosomal
Human,9606,RPL3P11,processed_pseudogene,ribosomal
Human,9606,RPL3P12,processed_pseudogene,ribosomal
Human,9606,RPL3P13,processed_pseudogene,ribosomal
Human,9606,RPL3P2,processed_pseudogene,ribosomal
Human,9606,RPL3P3,processed_pseudogene,ribosomal
Human,9606,RPL3P4,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL3P5,transcribed_processed_pseudogene,ribosomal
Human,9606,RPL3P6,processed_pseudogene,ribosomal
Human,9606,RPL3P7,processed_pseudogene,ribosomal
Human,9606,RPL3P8,processed_pseudogene,ribosomal
Human,9606,RPL3P9,processed_pseudogene,ribosomal
Human,9606,RPL4,protein_coding,ribosomal
Human,9606,RPL41,protein_coding,ribosomal
Human,9606,RPL41P1,processed_pseudogene,ribosomal
Human,9606,RPL41P2,processed_pseudogene,ribosomal
Human,9606,RPL41P5,processed_pseudogene,ribosomal
Human,9606,RPL4P1,processed_pseudogene,ribosomal
Human,9606,RPL4P2,processed_pseudogene,ribosomal
Human,9606,RPL4P3,processed_pseudogene,ribosomal
Human,9606,RPL4P4,processed_pseudogene,ribosomal
Human,9606,RPL4P5,processed_pseudogene,ribosomal
Human,9606,RPL4P6,processed_pseudogene,ribosomal
Human,9606,RPL4P7,processed_pseudogene,ribosomal
Human,9606,RPL5,protein_coding,ribosomal
Human,9606,RPL5P1,processed_pseudogene,ribosomal
Human,9606,RPL5P10,processed_pseudogene,ribosomal
Human,9606,RPL5P11,processed_pseudogene,ribosomal
Human,9606,RPL5P12,processed_pseudogene,ribosomal
Human,9606,RPL5P13,processed_pseudogene,ribosomal
Human,9606,RPL5P14,processed_pseudogene,ribosomal
Human,9606,RPL5P15,processed_pseudogene,ribosomal
Human,9606,RPL5P16,processed_pseudogene,ribosomal
Human,9606,RPL5P17,processed_pseudogene,ribosomal
Human,9606,RPL5P18,processed_pseudogene,ribosomal
Human,9606,RPL5P19,processed_pseudogene,ribosomal
Human,9606,RPL5P2,processed_pseudogene,ribosomal
Human,9606,RPL5P20,processed_pseudogene,ribosomal
Human,9606,RPL5P21,processed_pseudogene,ribosomal
Human,9606,RPL5P22,processed_pseudogene,ribosomal
Human,9606,RPL5P23,processed_pseudogene,ribosomal
Human,9606,RPL5P24,processed_pseudogene,ribosomal
Human,9606,RPL5P25,processed_pseudogene,ribosomal
Human,9606,RPL5P26,processed_pseudogene,ribosomal
Human,9606,RPL5P27,processed_pseudogene,ribosomal
Human,9606,RPL5P28,processed_pseudogene,ribosomal
Human,9606,RPL5P29,processed_pseudogene,ribosomal
Human,9606,RPL5P3,processed_pseudogene,ribosomal
Human,9606,RPL5P30,processed_pseudogene,ribosomal
Human,9606,RPL5P31,processed_pseudogene,ribosomal
Human,9606,RPL5P32,processed_pseudogene,ribosomal
Human,9606,RPL5P33,processed_pseudogene,ribosomal
Human,9606,RPL5P34,processed_pseudogene,ribosomal
